IP,Latitude,Longitude,PostCode,City,State,Country,Size,Cluster,subCluster
60.228.73.1,-31.8716,115.7948,6018.0,Gwelup,WA,AU,1550,1,1.0
60.228.78.1,-32.1243,116.0259,6991.0,Kelmscott,WA,AU,3594,1,6.0
60.228.79.1,-31.8416,115.7569,6020.0,Marmion,WA,AU,14346,1,1.0
60.228.87.1,-32.0205,116.0765,6076.0,Lesmurdie,WA,AU,9212,1,6.0
60.228.92.1,-31.7873,115.7699,6025.0,Kallaroo,WA,AU,16245,1,1.0
60.228.126.1,-31.8104,115.8008,6026.0,Kingsley,WA,AU,12287,1,1.0
60.228.137.1,-31.9363,115.8419,6007.0,Leederville,WA,AU,6018,1,0.0
60.228.141.1,-31.8802,115.8454,6061.0,Nollamara,WA,AU,13294,1,1.0
60.228.158.1,-31.8333,116.0167,6056.0,Herne Hill,WA,AU,5061,1,6.0
60.228.160.1,-31.8877,115.9099,6943.0,Morley,WA,AU,15221,1,6.0
60.228.182.1,-32.0832,115.9661,6110.0,Huntingdale,WA,AU,10316,1,5.0
60.228.184.1,-32.1108,115.9356,6112.0,Harrisdale,WA,AU,17041,1,5.0
60.228.209.1,-31.8526,115.881,6944.0,Malaga,WA,AU,15068,1,1.0
60.228.225.1,-31.9021,116.1676,6073.0,Mundaring,WA,AU,19483,1,2.0
60.228.248.1,-31.8167,116.0333,6056.0,Millendon,WA,AU,16354,1,6.0
60.229.8.1,-34.05,150.7,2335.0,Elderslie,NSW,AU,5113,2,20.0
60.229.12.1,-33.6794,150.2821,2780.0,Medlow Bath,NSW,AU,4460,2,17.0
60.229.18.1,-36.0379,146.9177,2641.0,Lavington,NSW,AU,3334,3,2.0
60.229.33.1,-32.9382,151.7254,2289.0,Adamstown,NSW,AU,2689,2,7.0
60.229.34.1,-32.8937,151.6901,2287.0,Birmingham Gardens,NSW,AU,12770,2,7.0
60.229.35.1,-33.8761,151.1656,2040.0,Lilyfield,NSW,AU,16583,2,1.0
60.229.37.1,-32.9667,151.7167,2290.0,Kahibah,NSW,AU,16421,2,7.0
60.229.42.1,-33.8548,151.1833,2041.0,Birchgrove,NSW,AU,18554,2,1.0
60.229.54.1,-34.0833,151.0167,2233.0,Heathcote,NSW,AU,14764,2,6.0
60.229.62.1,-35.1452,147.3516,2650.0,Tolland,NSW,AU,16023,2,11.0
60.229.78.1,-35.6667,147.0385,2660.0,Culcairn,NSW,AU,13689,3,2.0
60.229.85.1,-33.6043,150.743,2753.0,Hobartville,NSW,AU,3904,2,17.0
60.229.93.1,-33.919000000000004,151.0894,2192.0,Belmore,NSW,AU,16495,2,6.0
60.229.94.1,-34.5339,150.7916,2530.0,Haywards Bay,NSW,AU,16924,2,9.0
60.229.128.1,-33.9833,150.9667,2173.0,Holsworthy,NSW,AU,13166,2,6.0
60.229.138.1,-35.7219,147.3139,2644.0,Holbrook,NSW,AU,6923,3,2.0
60.229.165.1,-32.9955,151.6879,2290.0,Tingira Heights,NSW,AU,18310,2,7.0
60.229.174.1,-35.1667,147.5167,2650.0,Wagga Wagga,NSW,AU,14108,2,11.0
60.229.192.1,-32.8788,151.691,2307.0,Shortland,NSW,AU,9854,2,7.0
60.229.223.1,-34.3052,150.9334,2515.0,Austinmer,NSW,AU,2090,2,20.0
60.229.251.1,-33.6728,150.7752,2765.0,Berkshire Park,NSW,AU,1158,2,17.0
60.229.253.1,-35.7066,150.1754,2536.0,Batemans Bay,NSW,AU,15416,2,16.0
60.229.254.1,-35.0523,150.5865,2540.0,Tomerong,NSW,AU,17181,2,9.0
60.229.255.1,-33.9667,151.05,2210.0,Peakhurst,NSW,AU,11576,2,6.0
60.230.1.1,-34.0044,150.8965,2564.0,Macquarie Fields,NSW,AU,8423,2,20.0
60.230.3.1,-33.1097,151.5323,2264.0,Bonnells Bay,NSW,AU,11212,2,3.0
60.230.11.1,-33.8928,151.2472,2022.0,Queens Park,NSW,AU,11376,2,12.0
60.230.35.1,-35.1873,149.0965,2913.0,Nicholls,ACT,AU,4994,2,11.0
60.230.46.1,-37.9,145.3333,3158.0,Upwey,VIC,AU,13829,3,8.0
60.230.79.1,-27.4655,152.5762,4311.0,Lowood,QLD,AU,2793,7,10.0
60.230.83.1,-35.1991,149.1563,2914.0,Harrison,ACT,AU,6693,2,2.0
60.230.100.1,-35.3224,149.0346,2611.0,Wright,ACT,AU,14466,2,11.0
60.230.108.1,-35.376,149.2328,2620.0,Karabar,NSW,AU,8404,2,16.0
60.230.112.1,-35.2777,149.1183,2601.0,Canberra,ACT,AU,10224,2,2.0
60.230.116.1,-35.1696,149.128,2914.0,Bonner,ACT,AU,18535,2,11.0
60.230.119.1,-34.7515,149.7209,2580.0,Goulburn,NSW,AU,18837,2,16.0
60.230.125.1,-27.2259,152.991,4503.0,Dakabin,QLD,AU,15420,7,7.0
60.230.140.1,-28.8167,153.3167,2480.0,Goonellabah,NSW,AU,3619,7,6.0
60.230.156.1,-26.6957,153.1235,4575.0,Minyama,QLD,AU,14733,7,3.0
60.230.173.1,-27.3824,153.079,4014.0,Brisbane,QLD,AU,1897,7,4.0
60.230.184.1,-37.8,145.65,3797.0,Gladysdale,VIC,AU,2114,3,4.0
60.230.187.1,-37.7833,144.9333,3055.0,Brunswick West,VIC,AU,14523,3,3.0
60.230.188.1,-37.8833,145.0333,3162.0,Caulfield South,VIC,AU,4148,3,15.0
60.230.198.1,-31.7726,116.0727,6069.0,Brigadoon,WA,AU,2539,1,2.0
60.230.201.1,-32.3361,115.7486,6169.0,Warnbro,WA,AU,4170,1,4.0
60.230.206.1,-31.7331,115.7477,6028.0,Currambine,WA,AU,18999,1,1.0
60.230.212.1,-31.95,116.05,6076.0,Gooseberry Hill,WA,AU,11920,1,6.0
60.230.227.1,-32.4059,115.7585,6173.0,Secret Harbour,WA,AU,1765,1,4.0
60.230.233.1,-32.1016,115.8708,6164.0,Jandakot,WA,AU,1520,1,5.0
60.230.238.1,-32.1112,115.8387,6164.0,South Lake,WA,AU,16951,1,5.0
60.231.1.1,-27.7833,152.7167,4306.0,Peak Crossing,QLD,AU,11806,7,8.0
60.231.2.1,-26.4745,152.9514,4562.0,Eumundi,QLD,AU,2836,7,3.0
60.231.4.1,-25.3432,152.5402,4659.0,Burrum Heads,QLD,AU,17871,0,0.0
60.231.5.1,-27.5486,152.8073,4306.0,Karana Downs,QLD,AU,18838,7,8.0
60.231.16.1,-27.3171,153.031,4017.0,Bracken Ridge,QLD,AU,7687,7,7.0
60.231.17.1,-18.2043,142.2446,4871.0,Croydon,QLD,AU,12450,6,1.0
60.231.18.1,-27.4692,153.1858,4179.0,Manly,QLD,AU,5357,7,5.0
60.231.20.1,-28.0859,153.4458,4220.0,Burleigh Heads,QLD,AU,11741,7,6.0
60.231.21.1,-17.8295,146.0965,4852.0,Mission Beach,QLD,AU,4490,6,1.0
60.231.23.1,-27.3333,153.0833,4017.0,Sandgate,QLD,AU,2250,7,4.0
60.231.25.1,-24.1148,148.0885,4722.0,Springsure,QLD,AU,5096,0,1.0
60.231.34.1,-27.7333,153.1667,4207.0,Bahrs Scrub,QLD,AU,5249,7,5.0
60.231.38.1,-19.2757,146.7792,4812.0,Townsville,QLD,AU,13390,6,0.0
60.231.54.1,-24.3959,150.515,4715.0,Biloela,QLD,AU,17365,0,1.0
60.231.56.1,-27.5563,152.934,4074.0,Brisbane,QLD,AU,17577,7,8.0
60.231.59.1,-27.9695,153.1994,4272.0,Tamborine Mountain,QLD,AU,14822,7,2.0
60.231.67.1,-27.1935,153.0263,4508.0,Deception Bay,QLD,AU,3003,7,7.0
60.231.72.1,-33.8333,151.0167,1830.0,Granville,NSW,AU,16758,2,18.0
60.231.75.1,-27.9276,153.1848,4272.0,North Tamborine,QLD,AU,13361,7,2.0
60.231.79.1,-17.6164,145.4869,4888.0,Ravenshoe,QLD,AU,7899,6,1.0
60.231.81.1,-27.65,153.0333,4118.0,Browns Plains,QLD,AU,9498,7,5.0
60.231.82.1,-23.3803,150.506,4700.0,Rockhampton,QLD,AU,11925,0,1.0
60.231.88.1,-28.0121,152.7482,4310.0,Boonah,QLD,AU,13072,7,8.0
60.231.89.1,-27.5127,152.2954,4343.0,Adare,QLD,AU,18186,7,10.0
60.231.101.1,-26.5459,153.0068,4561.0,Valdora,QLD,AU,18000,7,3.0
60.231.102.1,-27.6822,152.6741,4306.0,Willowbank,QLD,AU,2564,7,8.0
60.231.144.1,-27.4679,153.0281,4001.0,Brisbane,QLD,AU,19096,7,0.0
60.231.157.1,-10.5808,142.2196,4875.0,Thursday Island,QLD,AU,19064,6,1.0
60.231.176.1,-41.1665,146.5528,7307.0,Port Sorell,TAS,AU,15372,3,1.0
60.231.177.1,-41.0558,145.9037,7320.0,Burnie,TAS,AU,9220,3,1.0
60.231.179.1,-41.1567,146.5318,7307.0,Shearwater,TAS,AU,11775,3,1.0
60.231.194.1,-13.0505,131.0307,845.0,Batchelor,NT,AU,12012,4,0.0
60.231.252.1,-30.7461,121.4742,6432.0,Boulder,WA,AU,4173,1,2.0
61.9.136.1,-38.2667,145.0167,3934.0,Mount Martha,VIC,AU,11314,3,14.0
61.9.141.1,-37.7,144.9333,3046.0,Glenroy,VIC,AU,18561,3,3.0
61.9.146.1,-37.85,145.2667,3153.0,Bayswater,VIC,AU,19567,3,8.0
61.9.149.1,-37.95,145.0,3191.0,Hampton,VIC,AU,3091,3,15.0
61.9.151.1,-37.8,145.0,3067.0,Abbotsford,VIC,AU,16040,3,13.0
61.9.152.1,-37.6696,144.8868,3049.0,Westmeadows,VIC,AU,14825,3,3.0
61.9.153.1,-37.7769,145.2146,3114.0,Park Orchards,VIC,AU,16711,3,8.0
61.9.154.1,-37.9,145.35,3160.0,Belgrave,VIC,AU,3604,3,8.0
61.9.201.1,-33.8334,151.0473,2128.0,Silverwater,NSW,AU,10378,2,18.0
61.9.202.1,-33.95,151.1167,2207.0,Bexley,NSW,AU,19770,2,6.0
61.9.204.1,-35.315,149.1286,2603.0,Canberra,ACT,AU,16967,2,2.0
61.9.215.1,-27.5833,153.0333,4110.0,Acacia Ridge,QLD,AU,3029,7,5.0
61.9.220.1,-20.4057,148.4881,4800.0,Proserpine,QLD,AU,14171,6,0.0
61.9.221.1,-27.3847,153.0306,4032.0,Chermside West,QLD,AU,2166,7,4.0
61.9.244.1,-32.0389,115.7667,6158.0,East Fremantle,WA,AU,3147,1,5.0
61.9.245.1,-30.64,116.0036,6510.0,Moora,WA,AU,9129,1,2.0
101.103.3.1,-34.9647,138.7618,5144.0,Carey Gully,SA,AU,12572,5,1.0
101.103.38.1,-34.7798,137.8593,5581.0,Port Vincent,SA,AU,14845,5,2.0
101.103.44.1,-34.4014,137.9402,5571.0,Tiddy Widdy Beach,SA,AU,15793,5,2.0
101.103.139.1,-34.0269,138.6852,5451.0,Auburn,SA,AU,10958,5,2.0
101.103.142.1,-34.8662,138.5618,5010.0,Ferryden Park,SA,AU,19302,5,5.0
101.103.147.1,-34.9501,138.6384,5064.0,Glenunga,SA,AU,18889,5,0.0
101.103.151.1,-34.8928,138.5716,5008.0,Ridleyton,SA,AU,10221,5,5.0
101.103.168.1,-35.1035,138.7959,5153.0,Echunga,SA,AU,13493,5,4.0
101.103.170.1,-37.2461,139.8082,5276.0,Robe,SA,AU,17568,5,4.0
101.103.180.1,-34.5833,138.75,5118.0,Willaston,SA,AU,8784,5,2.0
101.103.182.1,-12.5171,130.9836,832.0,Bellamack,NT,AU,8153,4,0.0
101.160.2.1,-37.7,144.7667,3037.0,Sydenham,VIC,AU,15147,3,3.0
101.160.6.1,-37.8809,144.9855,3184.0,Elwood,VIC,AU,16140,3,9.0
101.160.16.1,-37.7833,144.9167,3032.0,Melbourne,VIC,AU,2612,3,3.0
101.160.18.1,-37.8167,145.35,3765.0,Montrose,VIC,AU,17938,3,8.0
101.160.22.1,-37.7333,145.2667,3115.0,Wonga Park,VIC,AU,17021,3,8.0
101.160.36.1,-38.1748,144.3428,3216.0,Belmont,VIC,AU,16859,3,10.0
101.160.38.1,-37.7667,144.9167,3040.0,Essendon,VIC,AU,16099,3,3.0
101.160.39.1,-38.3,145.1833,3915.0,Hastings,VIC,AU,14286,3,14.0
101.160.44.1,-37.0563,142.7809,3380.0,Stawell,VIC,AU,5643,3,7.0
101.160.45.1,-37.8512,144.96200000000002,3206.0,Middle Park,VIC,AU,18705,3,9.0
101.160.51.1,-38.1833,144.4333,3221.0,Moolap,VIC,AU,13228,3,10.0
101.160.52.1,-38.0263,145.3069,3805.0,Narre Warren,VIC,AU,8042,3,14.0
101.160.60.1,-38.1994,145.4908,3981.0,Koo-Wee-Rup,VIC,AU,5775,3,4.0
101.160.64.1,-38.203,145.2349,3912.0,Somerville,VIC,AU,7060,3,14.0
101.160.134.1,-37.7833,145.3,3138.0,Mooroolbark,VIC,AU,10154,3,8.0
101.160.136.1,-37.9667,145.1667,3174.0,Noble Park,VIC,AU,5889,3,14.0
101.160.146.1,-37.9912,145.1739,3173.0,Keysborough,VIC,AU,1873,3,14.0
101.160.150.1,-37.9639,145.3629,3804.0,Narre Warren North,VIC,AU,10563,3,8.0
101.160.151.1,-37.6,145.15,3754.0,Doreen,VIC,AU,8943,3,8.0
101.160.161.1,-37.7891,145.1749,3111.0,Donvale,VIC,AU,10731,3,8.0
101.160.165.1,-37.7099,144.7548,3037.0,Taylors Hill,VIC,AU,18618,3,3.0
101.160.172.1,-38.2143,145.3377,3980.0,Tooradin,VIC,AU,4770,3,14.0
101.160.175.1,-38.0333,145.25,3976.0,Hampton Park,VIC,AU,9353,3,14.0
101.160.176.1,-37.4005,144.5841,3441.0,Mount Macedon,VIC,AU,1378,3,12.0
101.160.180.1,-37.4196,144.5624,3440.0,Macedon,VIC,AU,15518,3,12.0
101.160.182.1,-38.464,144.1039,3231.0,Fairhaven,VIC,AU,9359,3,10.0
101.160.183.1,-35.3964,143.4089,3585.0,Swan Hill,VIC,AU,15018,3,7.0
101.160.208.1,-29.6313,153.0299,2462.0,Ulmarra,NSW,AU,9346,7,9.0
101.161.13.1,-32.7705,151.3648,2325.0,Lovedale,NSW,AU,7289,2,3.0
101.161.17.1,-33.1064,151.644,2281.0,Caves Beach,NSW,AU,15426,2,3.0
101.161.20.1,-33.5626,150.8378,2756.0,Wilberforce,NSW,AU,7451,2,17.0
101.161.25.1,-33.9332,151.0732,2196.0,Roselands,NSW,AU,17811,2,6.0
101.161.26.1,-33.7667,150.6167,2773.0,Glenbrook,NSW,AU,7161,2,17.0
101.161.29.1,-33.8,151.2167,2068.0,Castlecrag,NSW,AU,9690,2,13.0
101.161.31.1,-33.6785,150.6121,2777.0,Winmalee,NSW,AU,3296,2,17.0
101.161.33.1,-34.0044,150.7725,2557.0,Gledswood Hills,NSW,AU,7129,2,20.0
101.161.35.1,-33.8487,151.2162,2061.0,Kirribilli,NSW,AU,17004,2,10.0
101.161.44.1,-33.7,150.5333,2776.0,Faulconbridge,NSW,AU,5556,2,17.0
101.161.49.1,-33.95,151.1,2206.0,Earlwood,NSW,AU,14225,2,6.0
101.161.51.1,-33.8892,150.8514,2171.0,Cecil Hills,NSW,AU,11655,2,4.0
101.161.54.1,-33.2333,151.3833,2259.0,Jilliby,NSW,AU,5323,2,3.0
101.161.56.1,-31.1,150.9167,2340.0,Tamworth,NSW,AU,11841,2,5.0
101.161.60.1,-33.9667,150.9833,2213.0,Picnic Point,NSW,AU,8299,2,6.0
101.161.61.1,-32.6061,151.6159,2421.0,Paterson,NSW,AU,10399,2,5.0
101.161.65.1,-36.7113,142.1998,3400.0,Horsham,VIC,AU,16790,3,7.0
101.161.67.1,-37.7603,144.9502,3055.0,Melbourne,VIC,AU,13537,3,3.0
101.161.72.1,-37.8846,145.2954,3156.0,Ferntree Gully,VIC,AU,11955,3,8.0
101.161.101.1,-38.0559,145.2562,3975.0,Lyndhurst,VIC,AU,17963,3,14.0
101.161.128.1,-33.8941,151.1642,2048.0,Stanmore,NSW,AU,2556,2,1.0
101.161.130.1,-34.0473,151.1205,2229.0,Caringbah,NSW,AU,14930,2,6.0
101.161.140.1,-33.7667,150.8333,2766.0,Rooty Hill,NSW,AU,16986,2,4.0
101.161.144.1,-33.8701,150.8612,2176.0,Edensor Park,NSW,AU,13479,2,4.0
101.161.149.1,-33.8434,151.1356,2111.0,Henley,NSW,AU,7563,2,1.0
101.161.156.1,-33.8227,150.9239,2145.0,Pemulwuy,NSW,AU,15650,2,4.0
101.161.157.1,-33.8344,151.1293,2111.0,Gladesville,NSW,AU,6391,2,1.0
101.161.175.1,-29.4258,153.2418,2465.0,Harwood,NSW,AU,12425,7,9.0
101.161.177.1,-28.55,152.0,4377.0,Maryland,NSW,AU,18066,7,10.0
101.161.178.1,-30.282,152.61,2453.0,Dorrigo,NSW,AU,9181,7,9.0
101.161.181.1,-33.95,151.15,2216.0,Brighton-Le-Sands,NSW,AU,2962,2,1.0
101.161.193.1,-38.3818,142.488,3280.0,Warrnambool,VIC,AU,2818,3,7.0
101.161.203.1,-36.221,150.1306,2546.0,Narooma,NSW,AU,14824,2,16.0
101.161.211.1,-28.8419,153.4402,2477.0,Alstonville,NSW,AU,15939,7,6.0
101.161.215.1,-32.7415,151.8676,2318.0,Medowie,NSW,AU,11541,2,5.0
101.161.217.1,-33.5812,150.7194,2754.0,Richmond,NSW,AU,4420,2,17.0
101.161.218.1,-32.6686,151.0454,2330.0,Singleton,NSW,AU,17432,2,5.0
101.161.223.1,-32.9833,151.7167,2290.0,Whitebridge,NSW,AU,11671,2,7.0
101.161.226.1,-37.7461,144.7686,3021.0,Albanvale,VIC,AU,8150,3,3.0
101.161.230.1,-28.596,153.5061,2481.0,Myocum,NSW,AU,17773,7,6.0
101.161.232.1,-33.2191,151.5525,2262.0,Halekulani,NSW,AU,4478,2,3.0
101.161.235.1,-34.1699,150.6117,2571.0,Picton,NSW,AU,19002,2,20.0
101.161.237.1,-34.05,151.1167,2229.0,Dolans Bay,NSW,AU,4207,2,6.0
101.161.242.1,-34.9,150.6333,2540.0,Worrigee,NSW,AU,17048,2,9.0
101.161.253.1,-32.9989,151.5802,2283.0,Blackalls Park,NSW,AU,1953,2,3.0
101.162.12.1,-27.8167,153.3,4209.0,Pimpama,QLD,AU,4876,7,2.0
101.162.21.1,-26.7227,153.1269,4575.0,Warana,QLD,AU,17057,7,3.0
101.162.38.1,-27.9476,148.6099,4487.0,Saint George,QLD,AU,17626,0,1.0
101.162.49.1,-23.9792,151.3011,4680.0,Wurdong Heights,QLD,AU,10722,0,0.0
101.162.52.1,-27.3725,153.0471,4034.0,Geebung,QLD,AU,15205,7,4.0
101.162.54.1,-24.0167,151.3167,4680.0,Benaraby,QLD,AU,11064,0,0.0
101.162.64.1,-16.8992,145.7155,4870.0,Brinsmead,QLD,AU,12312,6,1.0
101.162.66.1,-19.2506,146.6988,4818.0,Burdell,QLD,AU,1777,6,0.0
101.162.67.1,-17.0083,145.7221,4869.0,Cairns,QLD,AU,8300,6,1.0
101.162.68.1,-19.3344,146.6139,4817.0,Alice River,QLD,AU,13230,6,0.0
101.162.74.1,-19.3173,146.8249,4811.0,Idalia,QLD,AU,5636,6,0.0
101.162.76.1,-16.8367,145.7022,4878.0,Cairns,QLD,AU,14102,6,1.0
101.162.78.1,-17.2686,145.4752,4883.0,Atherton,QLD,AU,14371,6,1.0
101.162.82.1,-19.2833,146.8,4814.0,Townsville,QLD,AU,8866,6,0.0
101.162.85.1,-16.8806,145.745,4870.0,Edge Hill,QLD,AU,14793,6,1.0
101.162.90.1,-16.9172,145.7492,4870.0,Manunda,QLD,AU,2348,6,1.0
101.162.102.1,-19.3297,146.7166,4815.0,Townsville,QLD,AU,10664,6,0.0
101.162.103.1,-19.2321,146.6695,4818.0,Mount Low,QLD,AU,6755,6,0.0
101.162.107.1,-19.266,146.7822,4814.0,Garbutt,QLD,AU,6291,6,0.0
101.162.113.1,-21.1177,149.1445,4740.0,Glenella,QLD,AU,7767,6,0.0
101.162.114.1,-19.2107,146.6499,4818.0,Townsville,QLD,AU,10248,6,0.0
101.162.116.1,-19.2769,146.7965,4812.0,Hyde Park,QLD,AU,14749,6,0.0
101.162.135.1,-27.4611,153.0611,4171.0,Hawthorne,QLD,AU,2579,7,0.0
101.162.139.1,-27.8704,153.3516,4212.0,Hope Island,QLD,AU,1559,7,2.0
101.162.143.1,-27.6827,153.0608,4118.0,Heritage Park,QLD,AU,14796,7,5.0
101.162.165.1,-27.4833,152.9833,4066.0,Toowong,QLD,AU,6544,7,1.0
101.162.173.1,-27.8755,153.2286,4210.0,Wongawallan,QLD,AU,1915,7,2.0
101.162.178.1,-28.219,152.0344,4370.0,Warwick,QLD,AU,19539,7,10.0
101.162.192.1,-26.3943,153.0901,4567.0,Noosa,QLD,AU,17470,7,3.0
101.163.15.1,-27.9324,153.4002,4216.0,Biggera Waters,QLD,AU,16969,7,2.0
101.163.83.1,-19.65,147.4,4806.0,Home Hill,QLD,AU,14491,6,0.0
101.163.84.1,-28.0139,153.3331,4211.0,Highland Park,QLD,AU,4662,7,2.0
101.163.88.1,-28.0862,152.8331,4285.0,Kooralbyn,QLD,AU,8791,7,2.0
101.163.96.1,-28.0833,152.9333,4285.0,Laravale,QLD,AU,9518,7,2.0
101.163.112.1,-27.1963,152.8225,4521.0,Dayboro,QLD,AU,19629,7,7.0
101.164.2.1,-33.7833,150.7833,2760.0,Saint Marys,NSW,AU,5321,2,17.0
101.164.4.1,-33.8618,150.8841,2176.0,Bossley Park,NSW,AU,15663,2,4.0
101.164.6.1,-33.757,150.804,2770.0,Whalan,NSW,AU,6522,2,17.0
101.164.12.1,-33.7667,151.2917,2096.0,Curl Curl,NSW,AU,15227,2,13.0
101.164.25.1,-33.798,151.2883,2095.0,Manly,NSW,AU,13748,2,13.0
101.164.32.1,-33.8708,151.2389,2027.0,Darling Point,NSW,AU,2302,2,12.0
101.164.47.1,-33.7956,151.2007,2068.0,Willoughby,NSW,AU,9113,2,13.0
101.164.55.1,-33.8332,151.0198,2142.0,Granville,NSW,AU,12747,2,18.0
101.164.60.1,-33.7689,151.2889,2096.0,Queenscliff,NSW,AU,17161,2,13.0
101.164.65.1,-33.8014,151.2398,2092.0,Seaforth,NSW,AU,14933,2,13.0
101.164.68.1,-33.7312,151.2805,2097.0,Wheeler Heights,NSW,AU,7820,2,15.0
101.164.84.1,-33.7552,151.2766,2099.0,Narraweena,NSW,AU,17035,2,15.0
101.164.125.1,-33.902,151.2656,2024.0,Bronte,NSW,AU,2757,2,12.0
101.164.155.1,-33.7928,151.2125,2068.0,Middle Cove,NSW,AU,18806,2,13.0
101.164.220.1,-33.8049,151.1993,2068.0,Willoughby,NSW,AU,3802,2,13.0
101.164.248.1,-33.8915,151.1382,2130.0,Summer Hill,NSW,AU,12507,2,1.0
101.164.254.1,-33.9667,151.0833,2223.0,Mortdale,NSW,AU,1432,2,6.0
101.165.1.1,-37.9935,145.2389,3177.0,Doveton,VIC,AU,8370,3,14.0
101.165.15.1,-27.4736,153.127,4173.0,Tingalpa,QLD,AU,17922,7,0.0
101.165.30.1,-38.0,145.0833,3195.0,Mordialloc,VIC,AU,16217,3,14.0
101.165.34.1,-27.461,152.9792,4065.0,Bardon,QLD,AU,16900,7,4.0
101.165.70.1,-27.4167,153.0,4051.0,Enoggera,QLD,AU,14706,7,4.0
101.165.79.1,-27.6133,152.9855,4077.0,Inala,QLD,AU,18437,7,8.0
101.165.110.1,-27.6153,152.9439,4078.0,Brisbane,QLD,AU,5779,7,8.0
101.165.111.1,-27.5895,152.9858,4077.0,Durack,QLD,AU,7968,7,8.0
101.165.139.1,-27.4878,153.1982,4158.0,Thorneside,QLD,AU,12076,7,5.0
101.166.48.1,-35.0167,138.5333,5046.0,Oaklands,SA,AU,6397,5,3.0
101.166.147.1,-34.9342,138.6767,5066.0,Stonyfell,SA,AU,13374,5,1.0
101.166.201.1,-34.9333,138.5667,5035.0,Keswick,SA,AU,6468,5,5.0
101.166.202.1,-34.9285,138.5363,5032.0,Underdale,SA,AU,7964,5,5.0
101.166.206.1,-35.0182,138.5235,5048.0,Brighton,SA,AU,12545,5,3.0
101.166.235.1,-34.9733,138.5383,5040.0,Novar Gardens,SA,AU,12466,5,3.0
101.167.65.1,-37.8,145.2833,3136.0,Croydon,VIC,AU,12724,3,8.0
101.167.98.1,-37.8362,145.1943,3133.0,Vermont,VIC,AU,17972,3,8.0
101.167.161.1,-42.7807,147.0594,7140.0,New Norfolk,TAS,AU,8222,3,5.0
101.167.169.1,-38.1667,145.1667,3910.0,Langwarrin,VIC,AU,5263,3,14.0
101.167.171.1,-34.2501,146.19899999999998,2681.0,Yenda,NSW,AU,10227,3,2.0
101.167.172.1,-26.672,153.1079,4572.0,Alexandra Headland,QLD,AU,13495,7,3.0
101.167.226.1,-35.2708,149.1357,2612.0,Braddon,ACT,AU,5854,2,2.0
101.168.40.1,-21.4549,149.2896,4737.0,Sarina,QLD,AU,19507,0,1.0
101.168.48.1,-21.1167,148.9167,4753.0,Devereux Creek,QLD,AU,3301,6,0.0
101.169.4.1,-37.7804,145.0309,3078.0,Alphington,VIC,AU,1943,3,13.0
101.169.13.1,-37.8495,145.1114,3125.0,Burwood,VIC,AU,13327,3,11.0
101.169.15.1,-38.0167,145.2667,3803.0,Hallam,VIC,AU,14694,3,14.0
101.169.18.1,-38.0333,145.1333,3196.0,Chelsea Heights,VIC,AU,8268,3,14.0
101.169.22.1,-37.5463,143.8165,3355.0,Wendouree,VIC,AU,2604,3,7.0
101.169.24.1,-37.9173,145.1304,3168.0,Notting Hill,VIC,AU,17748,3,15.0
101.169.32.1,-37.857,144.8977,3016.0,Williamstown,VIC,AU,17706,3,3.0
101.169.38.1,-37.8167,145.2,3132.0,Mitcham,VIC,AU,1802,3,8.0
101.169.46.1,-38.1943,145.0926,3930.0,Mount Eliza,VIC,AU,19496,3,14.0
101.169.53.1,-38.1431,144.7134,3223.0,Indented Head,VIC,AU,16653,3,10.0
101.169.55.1,-37.7667,144.8333,3020.0,Melbourne,VIC,AU,9232,3,3.0
101.169.59.1,-37.2028,145.0484,3658.0,Broadford,VIC,AU,7933,3,12.0
101.169.72.1,-38.1953,146.5415,3844.0,Traralgon,VIC,AU,4656,3,4.0
101.169.84.1,-27.6667,152.3167,4341.0,Laidley,QLD,AU,13927,7,10.0
101.169.145.1,-37.8667,144.6667,3029.0,Tarneit,VIC,AU,3432,3,10.0
101.169.158.1,-37.8443,144.8848,3015.0,Spotswood,VIC,AU,14178,3,3.0
101.169.184.1,-37.8656,145.2228,3152.0,Melbourne,VIC,AU,1517,3,8.0
101.169.200.1,-37.8,144.9,3011.0,Footscray,VIC,AU,2943,3,3.0
101.169.210.1,-38.1333,145.5167,3810.0,Pakenham South,VIC,AU,11751,3,4.0
101.169.214.1,-38.2,144.4833,3221.0,Wallington,VIC,AU,19174,3,10.0
101.169.224.1,-38.2312,144.3737,3217.0,Armstrong Creek,VIC,AU,17969,3,10.0
101.169.244.1,-37.8667,144.8333,3018.0,Altona,VIC,AU,9816,3,10.0
101.169.250.1,-37.6802,144.9188,3047.0,Dallas,VIC,AU,5519,3,3.0
101.170.14.1,-33.9049,151.02,2199.0,Yagoona,NSW,AU,6133,2,18.0
101.170.39.1,-33.7957,151.2735,2094.0,Fairlight,NSW,AU,2382,2,13.0
101.170.44.1,-33.95,151.2333,2035.0,Maroubra,NSW,AU,11409,2,12.0
101.170.53.1,-33.8833,150.9667,2163.0,Villawood,NSW,AU,14066,2,4.0
101.170.59.1,-33.7876,150.969,2146.0,Toongabbie,NSW,AU,17273,2,21.0
101.170.72.1,-33.8979,151.2336,2021.0,Centennial Park,NSW,AU,9007,2,12.0
101.170.74.1,-35.3,149.15,2612.0,Campbell,ACT,AU,17223,2,2.0
