IP,Latitude,Longitude,PostCode,City,State,Country,Size
58.170.39.1,-34.9103,138.5432,5025.0,Kidman Park,SA,AU,5654
58.170.40.1,-35.13,138.4963,5164.0,Christie Downs,SA,AU,15209
58.170.55.1,-34.9144,138.6414,5068.0,Trinity Gardens,SA,AU,12054
58.170.66.1,-35.0486,138.5829,5159.0,Flagstaff Hill,SA,AU,9433
58.170.82.1,-34.874,138.6034,5083.0,Sefton Park,SA,AU,2963
58.170.113.1,-34.8287,138.7615,5131.0,Houghton,SA,AU,6896
58.170.115.1,-34.9055,138.6621,5073.0,Tranmere,SA,AU,7339
58.170.118.1,-35.05,138.75,5153.0,Mylor,SA,AU,17814
58.170.129.1,-34.9045,138.8748,5241.0,Lobethal,SA,AU,7704
58.170.140.1,-35.1333,138.5167,5162.0,Morphett Vale,SA,AU,10939
58.170.144.1,-34.6763,138.662,5114.0,Andrews Farm,SA,AU,14836
58.170.149.1,-34.8399,138.489,5019.0,Semaphore,SA,AU,18805
58.170.151.1,-34.9167,138.9,5244.0,Woodside,SA,AU,17806
58.170.154.1,-34.9276,138.626,5067.0,Rose Park,SA,AU,10330
58.170.155.1,-34.8939,138.6918,5073.0,Rostrevor,SA,AU,13914
58.170.156.1,-34.9615,138.5683,5037.0,Kurralta Park,SA,AU,1066
58.170.157.1,-34.6309,138.6682,5116.0,Hillier,SA,AU,8606
58.170.204.1,-35.0,138.75,5155.0,Bridgewater,SA,AU,17029
58.170.212.1,-34.8778,138.6221,5086.0,Manningham,SA,AU,5228
58.170.218.1,-34.8972,138.6406,5070.0,Payneham,SA,AU,8390
58.170.220.1,-34.9972,138.5316,5046.0,Warradale,SA,AU,1809
58.170.222.1,-34.9216,138.6201,5067.0,Kent Town,SA,AU,12101
58.170.227.1,-35.0167,138.55,5047.0,Sturt,SA,AU,9069
58.170.235.1,-34.9642,138.5806,5034.0,Clarence Park,SA,AU,2446
58.170.236.1,-12.4876,131.0117,832.0,Johnston,NT,AU,15567
58.170.242.1,-34.9022,138.4902,5022.0,Grange,SA,AU,3946
58.170.254.1,-34.9761,138.6103,5062.0,Torrens Park,SA,AU,2705
58.171.4.1,-41.4333,147.1667,7250.0,Newstead,TAS,AU,8728
58.171.8.1,-23.7,133.8833,871.0,Alice Springs,NT,AU,15034
58.171.17.1,-34.95,138.6,5061.0,Unley,SA,AU,3671
58.171.18.1,-33.8746,150.8919,2176.0,Greenfield Park,NSW,AU,5620
58.171.26.1,-38.1,146.9833,3851.0,Fulham,VIC,AU,14460
58.171.30.1,-34.8498,138.5674,5013.0,Wingfield,SA,AU,14357
58.171.31.1,-34.85,138.4667,5015.0,Adelaide,SA,AU,7067
58.171.40.1,-35.3844,149.2025,2619.0,Jerrabomberra,NSW,AU,4836
58.171.58.1,-31.9842,115.816,6009.0,Crawley,WA,AU,19382
58.171.60.1,-31.955,115.8359,6005.0,Perth,WA,AU,12211
58.171.64.1,-33.8148,151.0547,2115.0,Ermington,NSW,AU,17370
58.171.96.1,-33.9667,151.2,1455.0,Botany,NSW,AU,16572
58.171.112.1,-32.6539,151.9604,2324.0,Karuah,NSW,AU,16012
58.171.122.1,-33.8167,151.1833,2064.0,Artarmon,NSW,AU,14018
58.171.124.1,-33.7413,150.9546,2153.0,Bella Vista,NSW,AU,2802
58.171.126.1,-33.6155,150.8337,2756.0,McGraths Hill,NSW,AU,6132
58.171.127.1,-33.6576,150.9476,2156.0,Annangrove,NSW,AU,11235
58.171.128.1,-33.95,151.0167,2212.0,Revesby,NSW,AU,13710
58.171.129.1,-33.8265,151.2019,2065.0,Crows Nest,NSW,AU,12238
58.171.130.1,-34.293,150.5781,2574.0,Bargo,NSW,AU,15603
58.171.135.1,-32.9112,151.7554,2293.0,Wickham,NSW,AU,2454
58.171.136.1,-37.7904,144.9975,3068.0,North Fitzroy,VIC,AU,16062
58.171.138.1,-37.9,145.2333,3179.0,Scoresby,VIC,AU,14837
58.171.160.1,-38.0239,144.4062,3212.0,Lara,VIC,AU,16566
58.171.161.1,-37.9822,145.0389,3193.0,Beaumaris,VIC,AU,4830
58.171.176.1,-37.9367,145.0342,3189.0,Moorabbin,VIC,AU,13905
58.171.188.1,-37.956,145.0984,3202.0,Heatherton,VIC,AU,19735
58.171.240.1,-26.7432,153.1191,4575.0,Wurtulla,QLD,AU,19466
58.171.244.1,-27.4833,151.8833,4352.0,Gowrie Junction,QLD,AU,18535
58.171.248.1,-37.6667,145.0667,3082.0,Mill Park,VIC,AU,6437
58.172.1.1,-42.8715,147.2751,7008.0,Lenah Valley,TAS,AU,18291
58.172.2.1,-41.2006,146.5087,7307.0,Devonport,TAS,AU,8816
58.172.8.1,-42.9054,147.3158,7005.0,Sandy Bay,TAS,AU,9318
58.172.18.1,-34.0026,151.0959,2224.0,Sylvania,NSW,AU,12623
58.172.35.1,-41.6051,147.1189,7301.0,Longford,TAS,AU,19352
58.172.36.1,-42.9764,147.3035,7050.0,Kingston,TAS,AU,7828
58.172.42.1,-33.7833,151.1833,2069.0,Roseville,NSW,AU,9863
58.172.68.1,-42.8333,147.2833,7010.0,Glenorchy,TAS,AU,7087
58.172.71.1,-41.1603,146.1824,7315.0,Ulverstone,TAS,AU,12724
58.172.73.1,-42.8793,147.4846,7320.0,Acton Park,TAS,AU,7899
58.172.79.1,-41.4204,147.1336,7248.0,Invermay,TAS,AU,11746
58.172.84.1,-34.0341,151.0119,2234.0,Barden Ridge,NSW,AU,8564
58.172.88.1,-33.8213,151.2161,2062.0,Cammeray,NSW,AU,8714
58.172.128.1,-41.5006,147.0736,7290.0,Hadspen,TAS,AU,16003
58.172.136.1,-42.782,147.3613,7017.0,Hobart,TAS,AU,8909
58.172.137.1,-42.8899,147.4437,7019.0,Oakdowns,TAS,AU,10255
58.172.146.1,-33.7333,151.0667,1715.0,Pennant Hills,NSW,AU,17137
58.172.152.1,-37.0167,143.4,3478.0,Wattle Grove,VIC,AU,1147
58.172.165.1,-41.0693,145.63,7325.0,Wynyard,TAS,AU,12671
58.172.172.1,-42.7667,147.25,7011.0,Claremont,TAS,AU,12910
58.172.184.1,-33.8328,151.1664,2066.0,Longueville,NSW,AU,17636
58.172.207.1,-41.4024,147.1506,7248.0,Mowbray,TAS,AU,15148
58.172.208.1,-33.8131,151.2173,1560.0,Northbridge,NSW,AU,6189
58.172.224.1,-42.65,147.2333,7030.0,Mangalore,TAS,AU,2610
58.172.240.1,-33.967,151.2422,2036.0,Malabar,NSW,AU,2007
58.172.248.1,-34.0041,151.0759,2225.0,Oyster Bay,NSW,AU,2957
58.172.249.1,-34.0167,151.0833,2232.0,Kareela,NSW,AU,12442
58.173.1.1,-33.7865,151.2092,2069.0,Castle Cove,NSW,AU,5067
58.173.2.1,-33.75,151.15,2073.0,Pymble,NSW,AU,9648
58.173.4.1,-33.7333,151.1667,2075.0,Saint Ives,NSW,AU,1956
58.173.6.1,-33.8328,151.1898,2065.0,Wollstonecraft,NSW,AU,12658
58.173.13.1,-33.7667,151.1333,2073.0,Pymble,NSW,AU,14098
58.173.18.1,-33.817,151.2008,2065.0,Naremburn,NSW,AU,6353
58.173.23.1,-33.7131,151.1464,2074.0,Turramurra,NSW,AU,16149
58.173.29.1,-33.7167,151.15,2074.0,North Turramurra,NSW,AU,3686
58.173.40.1,-33.7553,151.1512,2072.0,Gordon,NSW,AU,13907
58.173.64.1,-33.7828,150.7968,2760.0,Colyton,NSW,AU,12932
58.173.72.1,-33.9041,151.1395,2203.0,Dulwich Hill,NSW,AU,2255
58.173.81.1,-33.7333,151.1,2076.0,Normanhurst,NSW,AU,10888
58.173.83.1,-33.8667,151.1833,2041.0,Balmain,NSW,AU,2057
58.173.94.1,-33.7482,150.8927,2148.0,Marayong,NSW,AU,11881
58.173.96.1,-33.8688,151.2706,2029.0,Rose Bay,NSW,AU,5362
58.173.97.1,-33.7833,151.05,2118.0,Carlingford,NSW,AU,8416
58.173.99.1,-33.7928,151.0386,2117.0,Telopea,NSW,AU,2101
58.173.106.1,-33.879,150.9995,2162.0,Chester Hill,NSW,AU,18292
58.173.123.1,-33.7,151.1,1635.0,Hornsby,NSW,AU,2086
58.173.141.1,-33.8674,151.1291,2046.0,Five Dock,NSW,AU,1823
58.173.144.1,-33.796,151.0974,2112.0,Denistone East,NSW,AU,13696
58.173.148.1,-33.7983,151.0905,2114.0,Denistone,NSW,AU,13514
58.173.149.1,-33.7495,151.0648,2119.0,Beecroft,NSW,AU,12394
58.173.195.1,-33.8589,151.1411,2046.0,Russell Lea,NSW,AU,10101
58.173.212.1,-33.8972,151.1488,2049.0,Petersham,NSW,AU,8478
58.173.240.1,-33.8582,151.1309,2046.0,Wareemba,NSW,AU,12175
58.174.10.1,-34.8209,138.6611,5093.0,Para Vista,SA,AU,2758
58.174.13.1,-34.8336,138.491,5016.0,Peterhead,SA,AU,14050
58.174.24.1,-12.5231,131.0415,839.0,Coolalinga,NT,AU,9180
58.174.34.1,-34.8368,138.4979,5015.0,Semaphore,SA,AU,9810
58.174.36.1,-34.872,138.5197,5014.0,Cheltenham,SA,AU,18898
58.174.42.1,-35.0214,138.6143,5051.0,Blackwood,SA,AU,17464
58.174.50.1,-34.8333,138.4833,5019.0,Largs Bay,SA,AU,15252
58.174.54.1,-34.8589,138.5966,5084.0,Adelaide,SA,AU,16726
58.174.63.1,-35.05,138.6167,5051.0,Craigburn Farm,SA,AU,14352
58.174.86.1,-34.9868,138.6421,5062.0,Clapham,SA,AU,15569
58.174.93.1,-34.9977,138.6208,5052.0,Belair,SA,AU,14858
58.174.98.1,-34.8873,138.6122,5081.0,Medindie,SA,AU,5222
58.174.99.1,-34.852,138.5216,5013.0,Rosewater,SA,AU,9381
58.174.139.1,-34.9863,138.5975,5041.0,Colonel Light Gardens,SA,AU,9220
58.174.140.1,-35.1821,138.5014,5168.0,Noarlunga,SA,AU,11040
58.174.187.1,-34.8833,138.5833,5082.0,Prospect,SA,AU,19953
58.174.195.1,-34.5333,138.9667,5352.0,Tanunda,SA,AU,13392
58.174.201.1,-34.641,138.6461,5117.0,Angle Vale,SA,AU,6192
58.174.205.1,-34.6757,138.7101,5114.0,Blakeview,SA,AU,7545
58.174.240.1,-33.189,138.0451,5540.0,Port Pirie,SA,AU,15349
58.174.241.1,-23.735,133.8548,870.0,Alice Springs,NT,AU,10339
58.174.243.1,-35.1024,138.5629,5162.0,Woodcroft,SA,AU,5635
58.175.24.1,-38.0291,145.1027,3195.0,Aspendale,VIC,AU,7058
58.175.48.1,-37.5167,144.4833,3437.0,Bullengarook,VIC,AU,4263
58.175.84.1,-34.8355,138.7232,5091.0,Vista,SA,AU,10503
58.175.103.1,-35.0792,138.5146,5158.0,Hallett Cove,SA,AU,12873
58.175.109.1,-34.8006,138.6067,5107.0,Green Fields,SA,AU,2414
58.175.216.1,-37.5774,144.7261,3429.0,Sunbury,VIC,AU,8233
60.224.0.1,-37.9833,145.0667,3194.0,Mentone,VIC,AU,1781
60.224.11.1,-37.9694,145.0481,3192.0,Cheltenham,VIC,AU,15644
60.224.40.1,-37.7167,145.0833,3087.0,Watsonia,VIC,AU,1411
60.224.65.1,-37.8511,144.9932,3181.0,Prahran,VIC,AU,15087
60.224.80.1,-37.8833,145.2167,3152.0,Wantirna South,VIC,AU,3274
60.224.81.1,-37.85,145.2167,3152.0,Wantirna,VIC,AU,16306
60.224.94.1,-37.8667,145.2833,3155.0,Boronia,VIC,AU,19865
60.224.96.1,-37.819,145.1533,3130.0,Blackburn,VIC,AU,18816
60.224.102.1,-37.8275,145.1739,3131.0,Nunawading,VIC,AU,4931
60.224.106.1,-37.8213,145.2489,3135.0,Ringwood East,VIC,AU,5536
60.224.124.1,-37.8864,145.0025,3185.0,Ripponlea,VIC,AU,6946
60.224.167.1,-37.7333,144.9333,3044.0,Pascoe Vale,VIC,AU,6377
60.225.1.1,-32.3046,115.7421,6169.0,Waikiki,WA,AU,18742
60.225.4.1,-32.0167,115.8333,6153.0,Perth,WA,AU,2807
60.225.11.1,-32.0522,115.8297,6150.0,Winthrop,WA,AU,7174
60.225.13.1,-31.9795,115.9181,6101.0,Carlisle,WA,AU,4913
60.225.16.1,-32.1334,115.9163,6112.0,Piara Waters,WA,AU,7938
60.225.17.1,-32.1833,116.05,6112.0,Bedfordale,WA,AU,8561
60.225.20.1,-32.5431,115.6967,6210.0,Halls Head,WA,AU,16361
60.225.22.1,-32.5498,115.7796,6210.0,Coodanup,WA,AU,6723
60.225.32.1,-31.9958,115.7958,6009.0,Dalkeith,WA,AU,8904
60.225.40.1,-32.1167,116.0167,6111.0,Kelmscott,WA,AU,15903
60.225.57.1,-32.2677,115.7993,6170.0,Leda,WA,AU,15369
60.225.58.1,-32.2301,115.7813,6966.0,Kwinana,WA,AU,18872
60.225.61.1,-32.0409,115.9416,6147.0,Langford,WA,AU,3077
60.225.63.1,-32.0248,115.9599,6107.0,Beckenham,WA,AU,7301
60.225.71.1,-32.0751,115.8661,6149.0,Leeming,WA,AU,5379
60.225.76.1,-32.1735,116.0214,6112.0,Mount Richon,WA,AU,6186
60.225.82.1,-32.0,115.7667,6011.0,Cottesloe,WA,AU,10481
60.225.84.1,-32.0,115.9167,6102.0,Bentley,WA,AU,8833
60.225.95.1,-32.425,115.761,6174.0,Golden Bay-Singleton,WA,AU,18661
60.225.101.1,-32.2667,115.8333,6170.0,Wellard,WA,AU,17126
60.225.108.1,-32.5522,115.731,6210.0,Dudley Park,WA,AU,8065
60.225.125.1,-32.0675,115.764,6162.0,White Gum Valley,WA,AU,7903
60.225.126.1,-31.6828,115.7247,6030.0,Clarkson,WA,AU,7712
60.225.127.1,-32.0555,115.8474,6150.0,Murdoch,WA,AU,10265
60.225.129.1,-35.2189,138.5433,5171.0,McLaren Vale,SA,AU,9589
60.225.131.1,-34.9909,138.8257,5242.0,Balhannah,SA,AU,2200
60.225.132.1,-34.955,138.5889,5034.0,Millswood,SA,AU,18680
60.225.146.1,-35.15,138.5167,5163.0,Hackham,SA,AU,15343
60.225.149.1,-34.9944,138.5532,5043.0,Park Holme,SA,AU,10862
60.225.152.1,-35.2833,138.4833,5173.0,Aldinga,SA,AU,5248
60.225.155.1,-35.5105,138.7038,5213.0,Middleton,SA,AU,1070
60.225.164.1,-35.0758,138.5419,5158.0,Trott Park,SA,AU,19931
60.225.167.1,-34.9618,138.6218,5063.0,Highgate,SA,AU,2508
60.225.180.1,-35.1,138.5333,5161.0,Reynella,SA,AU,13538
60.225.196.1,-35.1199,139.2735,5253.0,Murray Bridge,SA,AU,9695
60.225.198.1,-35.1718,138.8359,5153.0,Macclesfield,SA,AU,9156
60.225.218.1,-35.0167,138.7333,5154.0,Aldgate,SA,AU,6077
60.225.232.1,-12.1816,136.7784,881.0,Nhulunbuy,NT,AU,17021
60.225.235.1,-35.5453,138.5896,5211.0,Victor Harbor,SA,AU,3706
60.225.250.1,-12.4803,130.9982,830.0,Farrar,NT,AU,3193
60.225.252.1,-12.4968,130.9934,832.0,Gunn,NT,AU,2529
60.225.255.1,-34.9229,138.7249,5136.0,Norton Summit,SA,AU,1789
60.226.6.1,-27.5322,153.2289,4161.0,Alexandra Hills,QLD,AU,2760
60.226.10.1,-27.4,153.0667,4013.0,Northgate,QLD,AU,12566
60.226.32.1,-27.6833,153.1667,4205.0,Bethania Junction,QLD,AU,1513
60.226.35.1,-27.65,153.15,4127.0,Slacks Creek,QLD,AU,4797
60.226.37.1,-27.6876,153.0844,4132.0,Crestmead,QLD,AU,16835
60.226.38.1,-27.7167,153.2,4207.0,Beenleigh,QLD,AU,11963
60.226.47.1,-27.7027,153.1694,4207.0,Edens Landing,QLD,AU,7746
60.226.50.1,-27.5333,153.05,4121.0,Wellers Hill,QLD,AU,1516
60.226.137.1,-27.1281,153.0524,4510.0,Beachmere,QLD,AU,19990
60.226.138.1,-27.1167,152.8833,4510.0,Upper Caboollure,QLD,AU,8674
60.226.139.1,-27.2034,152.9592,4504.0,Narangba,QLD,AU,15438
60.226.202.1,-27.0861,153.0986,4511.0,Ningi,QLD,AU,1387
60.226.211.1,-28.1,153.45,4220.0,West Burleigh,QLD,AU,2490
60.226.227.1,-27.9377,153.363,4214.0,Gold Coast,QLD,AU,17551
60.226.228.1,-24.8857,152.3318,4670.0,Svensson Heights,QLD,AU,17836
60.226.229.1,-28.0167,153.4,4217.0,Surfers Paradise,QLD,AU,17433
60.227.0.1,-33.2512,151.4763,2259.0,Hamlyn Terrace,NSW,AU,17248
60.227.9.1,-33.6499,150.8526,2765.0,Vineyard,NSW,AU,11463
60.227.12.1,-33.916,150.8999,2168.0,Sadleir,NSW,AU,16147
60.227.13.1,-33.2111,151.5035,2262.0,Blue Haven,NSW,AU,7990
60.227.14.1,-34.0894,150.7966,2560.0,Ambarvale,NSW,AU,13327
60.227.17.1,-33.9874,151.0253,2234.0,Illewong,NSW,AU,12348
60.227.34.1,-33.7907,150.6693,2745.0,Glenmore Park,NSW,AU,15367
60.227.42.1,-33.7823,150.7109,2748.0,Orchard Hills,NSW,AU,8324
60.227.52.1,-34.0083,151.0519,2226.0,Bonnet Bay,NSW,AU,3822
60.227.54.1,-33.9698,150.7968,2179.0,Leppington,NSW,AU,17442
60.227.68.1,-32.9167,151.7833,2295.0,Stockton,NSW,AU,14608
60.227.69.1,-34.45,150.8833,2500.0,Mangerton,NSW,AU,18496
60.227.78.1,-33.8833,151.0167,2143.0,Regents Park,NSW,AU,6802
60.227.79.1,-34.3667,150.9167,2518.0,Bellambi,NSW,AU,3624
60.227.81.1,-34.4404,150.8375,2526.0,Cordeaux Heights,NSW,AU,14072
60.227.88.1,-34.3554,150.8943,2517.0,Woonona,NSW,AU,11551
60.227.90.1,-32.9333,151.5833,2278.0,Barnsley,NSW,AU,11351
60.227.94.1,-33.8936,150.8891,2177.0,Bonnyrigg,NSW,AU,11268
60.227.105.1,-33.0957,151.55200000000002,2264.0,Brightwaters,NSW,AU,15546
60.227.128.1,-33.2723,151.4649,2259.0,Wadalba,NSW,AU,4147
60.227.131.1,-33.9167,151.1833,2044.0,Saint Peters,NSW,AU,2643
60.227.132.1,-33.7206,150.4297,2783.0,Lawson,NSW,AU,13361
60.227.139.1,-33.8897,151.1764,2050.0,Camperdown,NSW,AU,17294
60.227.142.1,-33.692,150.8373,2765.0,Marsden Park,NSW,AU,5327
60.227.145.1,-33.8343,151.1459,2110.0,Hunters Hill,NSW,AU,14186
60.227.146.1,-33.7833,150.9833,2152.0,Northmead,NSW,AU,13534
60.227.149.1,-33.7,151.0,2156.0,Glenhaven,NSW,AU,17814
60.227.152.1,-33.9075,151.2086,2017.0,Zetland,NSW,AU,11874
60.227.165.1,-33.25,151.45,2259.0,Warnervale,NSW,AU,17153
60.227.176.1,-33.8,150.95,2145.0,Pendle Hills,NSW,AU,16812
60.227.185.1,-33.0167,151.7167,2290.0,Redhead,NSW,AU,10821
60.227.190.1,-33.7666,151.1868,2070.0,Lindfield,NSW,AU,19058
60.227.196.1,-34.4356,150.8583,2525.0,Figtree,NSW,AU,3629
60.227.197.1,-33.6156,150.8801,2765.0,Oakville,NSW,AU,7659
60.227.204.1,-33.8167,151.1667,1595.0,Lane Cove,NSW,AU,18217
60.227.206.1,-33.75,151.0,1755.0,Baulkham Hills,NSW,AU,8109
60.227.207.1,-36.0748,146.924,2640.0,Albury,NSW,AU,6546
60.227.212.1,-34.3383,150.9135,2516.0,Bulli,NSW,AU,3241
60.227.218.1,-32.9821,151.6919,2290.0,Gateshead,NSW,AU,15347
60.227.221.1,-33.3537,151.4262,2261.0,Glenning Valley,NSW,AU,19377
60.227.223.1,-32.95,151.6167,2284.0,Boolaroo,NSW,AU,17048
60.227.225.1,-33.9779,150.8631,2565.0,Bardia,NSW,AU,2097
60.227.228.1,-32.95,151.6833,2289.0,Kotara,NSW,AU,5504
60.227.232.1,-31.9116,152.461,,Taree,NSW,AU,19659
60.227.247.1,-33.4167,151.4833,2260.0,Wamberal North,NSW,AU,12179
60.227.252.1,-33.2831,149.1,2800.0,Orange,NSW,AU,11431
60.227.255.1,-33.9587,150.9742,2172.0,Voyager Point,NSW,AU,1099
60.228.9.1,-31.8723,115.7768,6018.0,Karrinyup,WA,AU,10866
60.228.11.1,-31.7544,116.1875,6083.0,Gidgegannup,WA,AU,9240
60.228.33.1,-31.7701,115.8183,6065.0,Hocking,WA,AU,3242
60.228.48.1,-31.9519,116.0276,6057.0,Maida Vale,WA,AU,12070
60.228.58.1,-31.7812,115.8182,6065.0,Pearsall,WA,AU,1555
60.228.68.1,-31.9828,116.0067,6058.0,Forrestfield,WA,AU,8836
60.228.73.1,-31.8716,115.7948,6018.0,Gwelup,WA,AU,1550
60.228.78.1,-32.1243,116.0259,6991.0,Kelmscott,WA,AU,3594
60.228.79.1,-31.8416,115.7569,6020.0,Marmion,WA,AU,14346
60.228.87.1,-32.0205,116.0765,6076.0,Lesmurdie,WA,AU,9212
60.228.92.1,-31.7873,115.7699,6025.0,Kallaroo,WA,AU,16245
60.228.126.1,-31.8104,115.8008,6026.0,Kingsley,WA,AU,12287
60.228.137.1,-31.9363,115.8419,6007.0,Leederville,WA,AU,6018
60.228.141.1,-31.8802,115.8454,6061.0,Nollamara,WA,AU,13294
60.228.158.1,-31.8333,116.0167,6056.0,Herne Hill,WA,AU,5061
60.228.160.1,-31.8877,115.9099,6943.0,Morley,WA,AU,15221
60.228.182.1,-32.0832,115.9661,6110.0,Huntingdale,WA,AU,10316
60.228.184.1,-32.1108,115.9356,6112.0,Harrisdale,WA,AU,17041
60.228.209.1,-31.8526,115.881,6944.0,Malaga,WA,AU,15068
60.228.225.1,-31.9021,116.1676,6073.0,Mundaring,WA,AU,19483
60.228.248.1,-31.8167,116.0333,6056.0,Millendon,WA,AU,16354
60.229.8.1,-34.05,150.7,2335.0,Elderslie,NSW,AU,5113
60.229.12.1,-33.6794,150.2821,2780.0,Medlow Bath,NSW,AU,4460
60.229.18.1,-36.0379,146.9177,2641.0,Lavington,NSW,AU,3334
60.229.33.1,-32.9382,151.7254,2289.0,Adamstown,NSW,AU,2689
60.229.34.1,-32.8937,151.6901,2287.0,Birmingham Gardens,NSW,AU,12770
60.229.35.1,-33.8761,151.1656,2040.0,Lilyfield,NSW,AU,16583
60.229.37.1,-32.9667,151.7167,2290.0,Kahibah,NSW,AU,16421
60.229.42.1,-33.8548,151.1833,2041.0,Birchgrove,NSW,AU,18554
60.229.54.1,-34.0833,151.0167,2233.0,Heathcote,NSW,AU,14764
60.229.62.1,-35.1452,147.3516,2650.0,Tolland,NSW,AU,16023
60.229.78.1,-35.6667,147.0385,2660.0,Culcairn,NSW,AU,13689
60.229.85.1,-33.6043,150.743,2753.0,Hobartville,NSW,AU,3904
60.229.93.1,-33.919000000000004,151.0894,2192.0,Belmore,NSW,AU,16495
60.229.94.1,-34.5339,150.7916,2530.0,Haywards Bay,NSW,AU,16924
60.229.128.1,-33.9833,150.9667,2173.0,Holsworthy,NSW,AU,13166
60.229.138.1,-35.7219,147.3139,2644.0,Holbrook,NSW,AU,6923
60.229.165.1,-32.9955,151.6879,2290.0,Tingira Heights,NSW,AU,18310
60.229.174.1,-35.1667,147.5167,2650.0,Wagga Wagga,NSW,AU,14108
60.229.192.1,-32.8788,151.691,2307.0,Shortland,NSW,AU,9854
60.229.223.1,-34.3052,150.9334,2515.0,Austinmer,NSW,AU,2090
60.229.251.1,-33.6728,150.7752,2765.0,Berkshire Park,NSW,AU,1158
60.229.253.1,-35.7066,150.1754,2536.0,Batemans Bay,NSW,AU,15416
60.229.254.1,-35.0523,150.5865,2540.0,Tomerong,NSW,AU,17181
60.229.255.1,-33.9667,151.05,2210.0,Peakhurst,NSW,AU,11576
60.230.1.1,-34.0044,150.8965,2564.0,Macquarie Fields,NSW,AU,8423
60.230.3.1,-33.1097,151.5323,2264.0,Bonnells Bay,NSW,AU,11212
60.230.11.1,-33.8928,151.2472,2022.0,Queens Park,NSW,AU,11376
60.230.35.1,-35.1873,149.0965,2913.0,Nicholls,ACT,AU,4994
60.230.46.1,-37.9,145.3333,3158.0,Upwey,VIC,AU,13829
60.230.79.1,-27.4655,152.5762,4311.0,Lowood,QLD,AU,2793
60.230.83.1,-35.1991,149.1563,2914.0,Harrison,ACT,AU,6693
60.230.100.1,-35.3224,149.0346,2611.0,Wright,ACT,AU,14466
60.230.108.1,-35.376,149.2328,2620.0,Karabar,NSW,AU,8404
60.230.112.1,-35.2777,149.1183,2601.0,Canberra,ACT,AU,10224
60.230.116.1,-35.1696,149.128,2914.0,Bonner,ACT,AU,18535
60.230.119.1,-34.7515,149.7209,2580.0,Goulburn,NSW,AU,18837
60.230.125.1,-27.2259,152.991,4503.0,Dakabin,QLD,AU,15420
60.230.140.1,-28.8167,153.3167,2480.0,Goonellabah,NSW,AU,3619
60.230.156.1,-26.6957,153.1235,4575.0,Minyama,QLD,AU,14733
60.230.173.1,-27.3824,153.079,4014.0,Brisbane,QLD,AU,1897
60.230.184.1,-37.8,145.65,3797.0,Gladysdale,VIC,AU,2114
60.230.187.1,-37.7833,144.9333,3055.0,Brunswick West,VIC,AU,14523
60.230.188.1,-37.8833,145.0333,3162.0,Caulfield South,VIC,AU,4148
60.230.198.1,-31.7726,116.0727,6069.0,Brigadoon,WA,AU,2539
60.230.201.1,-32.3361,115.7486,6169.0,Warnbro,WA,AU,4170
60.230.206.1,-31.7331,115.7477,6028.0,Currambine,WA,AU,18999
60.230.212.1,-31.95,116.05,6076.0,Gooseberry Hill,WA,AU,11920
60.230.227.1,-32.4059,115.7585,6173.0,Secret Harbour,WA,AU,1765
60.230.233.1,-32.1016,115.8708,6164.0,Jandakot,WA,AU,1520
60.230.238.1,-32.1112,115.8387,6164.0,South Lake,WA,AU,16951
60.231.1.1,-27.7833,152.7167,4306.0,Peak Crossing,QLD,AU,11806
60.231.2.1,-26.4745,152.9514,4562.0,Eumundi,QLD,AU,2836
60.231.4.1,-25.3432,152.5402,4659.0,Burrum Heads,QLD,AU,17871
60.231.5.1,-27.5486,152.8073,4306.0,Karana Downs,QLD,AU,18838
60.231.16.1,-27.3171,153.031,4017.0,Bracken Ridge,QLD,AU,7687
60.231.17.1,-18.2043,142.2446,4871.0,Croydon,QLD,AU,12450
60.231.18.1,-27.4692,153.1858,4179.0,Manly,QLD,AU,5357
60.231.20.1,-28.0859,153.4458,4220.0,Burleigh Heads,QLD,AU,11741
60.231.21.1,-17.8295,146.0965,4852.0,Mission Beach,QLD,AU,4490
60.231.23.1,-27.3333,153.0833,4017.0,Sandgate,QLD,AU,2250
60.231.25.1,-24.1148,148.0885,4722.0,Springsure,QLD,AU,5096
60.231.34.1,-27.7333,153.1667,4207.0,Bahrs Scrub,QLD,AU,5249
60.231.38.1,-19.2757,146.7792,4812.0,Townsville,QLD,AU,13390
60.231.54.1,-24.3959,150.515,4715.0,Biloela,QLD,AU,17365
60.231.56.1,-27.5563,152.934,4074.0,Brisbane,QLD,AU,17577
60.231.59.1,-27.9695,153.1994,4272.0,Tamborine Mountain,QLD,AU,14822
60.231.67.1,-27.1935,153.0263,4508.0,Deception Bay,QLD,AU,3003
60.231.72.1,-33.8333,151.0167,1830.0,Granville,NSW,AU,16758
60.231.75.1,-27.9276,153.1848,4272.0,North Tamborine,QLD,AU,13361
60.231.79.1,-17.6164,145.4869,4888.0,Ravenshoe,QLD,AU,7899
60.231.81.1,-27.65,153.0333,4118.0,Browns Plains,QLD,AU,9498
60.231.82.1,-23.3803,150.506,4700.0,Rockhampton,QLD,AU,11925
60.231.88.1,-28.0121,152.7482,4310.0,Boonah,QLD,AU,13072
60.231.89.1,-27.5127,152.2954,4343.0,Adare,QLD,AU,18186
60.231.101.1,-26.5459,153.0068,4561.0,Valdora,QLD,AU,18000
60.231.102.1,-27.6822,152.6741,4306.0,Willowbank,QLD,AU,2564
